,sqfeet,beds,baths,income,density,ROI,rental,sale
40,2444.697254783136,3,1,19829.56424720893,18807.34928760117,27.894488515398287,2846.42,79399.43
41,2444.702218380226,2,1,19809.482806293185,18807.34064965014,27.894488515398287,2345.16,171519.61
42,2444.7296085244693,3,1,19809.09370968063,18806.520787381378,27.894488515398287,2846.42,79399.43
43,2444.701983287527,3,1,19809.01975390758,18806.434066467707,27.894488515398287,2846.42,79399.43
44,2444.7021491151395,2,1,19809.49556700237,18804.37746274439,27.894488515398287,2345.16,171519.61
45,2444.702279649736,3,1,19838.630947479243,18806.23270601791,27.894488515398287,2846.42,79399.43
46,2444.702218380226,2,1,19811.9973069863,18806.256540047336,27.894488515398287,2345.16,171519.61
47,2444.702176013278,2,1,19853.112710700443,18786.622885910518,27.894488515398287,2345.16,171519.61
48,2444.702218380226,2,1,19809.51146484678,18806.145393306695,27.894488515398287,2345.16,171519.61
49,2444.702218380226,2,1,19809.482806293185,18807.34064965014,27.894488515398287,2345.16,171519.61
50,2444.703425713237,2,1,19809.022408411758,18807.35078180507,27.894488515398287,2345.16,171519.61
51,2444.704178023788,3,1,19909.378725202496,18806.42272569107,27.894488515398287,2846.42,79399.43
52,2444.702176186319,3,1,19809.464063653162,18807.30313307754,27.894488515398287,2846.42,79399.43
53,2444.702176013278,3,1,19853.112710700443,18786.664329685304,27.894488515398287,2846.42,79399.43
54,2444.733180318154,3,1,19809.027653770412,18807.342481945678,27.894488515398287,2846.42,79399.43
55,2444.702213764255,3,1,19809.031536771006,18804.384953677934,27.894488515398287,2846.42,79399.43
56,2444.702218380226,3,1,19809.02752999783,18806.206712185493,27.894488515398287,2846.42,79399.43
57,2444.704178023788,2,1,19905.152570301878,18806.97535169412,27.894488515398287,2345.16,171519.61
58,2444.7243739402265,2,1,20126.71135946471,18807.335595959306,27.894488515398287,2345.16,171519.61
59,2444.702211563789,3,1,19809.030877543584,18804.43183066953,27.894488515398287,2846.42,79399.43
60,2444.702218380226,2,1,19809.02742310563,18786.424429534956,27.894488515398287,2345.16,171519.61
61,2444.6980627263047,3,1,19809.49383349454,18804.385235256614,27.894488515398287,2846.42,79399.43
62,2444.702218380226,3,1,19809.02752999783,18807.328870841364,27.894488515398287,2846.42,79399.43
63,2444.147858485748,2,1,19840.28788853318,18804.418446713582,27.894488515398287,2345.16,171519.61
64,2444.7022276412767,2,1,19809.017160693013,18807.30369401583,27.894488515398287,2345.16,171519.61
65,2444.7022183751455,3,1,19809.03827588027,18807.31767925795,27.894488515398287,2846.42,79399.43
66,2444.68406625585,2,1,19809.034013891673,18806.47999722453,27.894488515398287,2345.16,171519.61
67,2444.702218380226,2,1,19809.51146484678,18806.145393306695,27.894488515398287,2345.16,171519.61
68,2444.702218380226,3,1,19809.480413498557,18807.51154093613,27.894488515398287,2846.42,79399.43
69,2444.6891728813857,3,1,19851.986817766636,18807.272922424294,27.894488515398287,2846.42,79399.43
70,2444.7022280414412,3,1,19809.49383349454,18804.37746274439,27.894488515398287,2846.42,79399.43
71,2444.702218380226,3,1,19811.9973069863,18806.256540047336,27.894488515398287,2846.42,79399.43
72,2444.702193695038,3,1,19838.630947479243,18806.29485408669,27.894488515398287,2846.42,79399.43
73,2444.704139680559,2,1,20127.37124144712,18806.08308382258,27.894488515398287,2345.16,171519.61
74,2444.7022142017386,3,1,19809.465797160992,18806.463336268465,27.894488515398287,2846.42,79399.43
75,2444.702176013278,3,1,19853.112710700443,18786.664329685304,27.894488515398287,2846.42,79399.43
76,2444.702891291951,2,1,19809.034013891673,18806.183891018965,27.894488515398287,2345.16,171519.61
77,2444.697254783136,3,1,19829.56424720893,18807.34928760117,27.894488515398287,2846.42,79399.43
78,2444.702151310595,2,1,19809.08482532132,18806.465999333643,27.894488515398287,2345.16,171519.61
79,2444.7283982793197,2,1,19851.819413568588,18806.983829013065,27.894488515398287,2345.16,171519.61
80,2444.69714061565,2,1,19809.022408411758,18807.330973099743,27.894488515398287,2345.16,171519.61
81,2444.69714061565,3,1,19809.022408411758,18806.480282222205,27.894488515398287,2846.42,79399.43
82,2444.702218380226,3,1,19809.465797160992,18805.9747833654,27.894488515398287,2846.42,79399.43
83,2444.7023438703536,3,1,19809.09370968063,18789.733071083796,27.894488515398287,2846.42,79399.43
84,2444.7022180310764,2,1,19809.031644322502,18806.549877117595,27.894488515398287,2345.16,171519.61
85,2444.7021541931917,2,1,19809.033912459232,18806.084212549726,27.894488515398287,2345.16,171519.61
86,2444.6827728847525,2,1,19805.237169214593,18806.986967173263,27.894488515398287,2345.16,171519.61
87,2444.7283982793197,2,1,19809.312351407098,18806.987025042465,27.894488515398287,2345.16,171519.61
88,2444.702218380226,3,1,19809.027653770412,18807.328870841364,27.894488515398287,2846.42,79399.43
89,2444.702218380226,2,1,19809.482806293185,18807.34064965014,27.894488515398287,2345.16,171519.61
90,2444.7022276412767,2,1,19809.017160693013,18807.30369401583,27.894488515398287,2345.16,171519.61
91,2444.698193260901,2,1,19809.836634298375,18807.353802012785,27.894488515398287,2345.16,171519.61
92,2444.6981486810023,2,1,19809.04070355755,18804.37746274439,27.894488515398287,2345.16,171519.61
93,2444.701983287527,3,1,19809.01975390758,18806.434066467707,27.894488515398287,2846.42,79399.43
94,2444.7022393255024,3,1,19813.219567776963,18807.34897991526,27.894488515398287,2846.42,79399.43
95,2444.7041502620746,3,1,19905.190034969113,18806.42272569107,27.894488515398287,2846.42,79399.43
96,2444.7022284136447,3,1,19809.01708897937,18807.342481945678,27.894488515398287,2846.42,79399.43
97,2444.702218380226,3,1,19809.49383349454,18806.195753352116,27.894488515398287,2846.42,79399.43
98,2444.702211563789,3,1,19809.030877543584,18807.34897991526,27.894488515398287,2846.42,79399.43
99,2444.733180318154,3,1,19809.027653770412,18807.342481945678,27.894488515398287,2846.42,79399.43
